unix_ts,type,longitude,latitude,message
1581897667,Vehicle breakdown,103.7865404,1.293624666,(17/2)7:54 Vehicle breakdown on AYE (towards Tuas) before Buona Vista exit.
1581897667,Vehicle breakdown,103.826274,1.339313856,(17/2)7:51 Vehicle breakdown on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover.
1581898147,Vehicle breakdown,103.7719646,1.408520975,(17/2)8:05 Vehicle breakdown on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 1.
1581898147,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Lavender Street.
1581898147,Vehicle breakdown,103.7865404,1.293624666,(17/2)7:54 Vehicle breakdown on AYE (towards Tuas) before Buona Vista exit.
1581898147,Vehicle breakdown,103.826274,1.339313856,(17/2)7:51 Vehicle breakdown on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover. Avoid left lane.
1581898267,Vehicle breakdown,103.7719646,1.408520975,(17/2)8:05 Vehicle breakdown on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 1.
1581898267,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Lavender Street.
1581898267,Vehicle breakdown,103.7865404,1.293624666,(17/2)7:54 Vehicle breakdown on AYE (towards Tuas) before Buona Vista exit.
1581898267,Vehicle breakdown,103.826274,1.339313856,(17/2)7:51 Vehicle breakdown on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover. Avoid left lane.
1581898387,Vehicle breakdown,103.7719646,1.408520975,(17/2)8:05 Vehicle breakdown on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 1.
1581898387,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Lavender Street.
1581898387,Vehicle breakdown,103.7865404,1.293624666,(17/2)7:54 Vehicle breakdown on AYE (towards Tuas) before Buona Vista exit.
1581898387,Vehicle breakdown,103.826274,1.339313856,(17/2)7:51 Vehicle breakdown on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover. Avoid left lane.
1581898867,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Whampoa East.
1581898867,Vehicle breakdown,103.826274,1.339313856,(17/2)7:51 Vehicle breakdown on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover. Avoid left lane.
1581898987,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Whampoa East.
1581899107,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Whampoa East.
1581899227,Vehicle breakdown,103.8497013,1.396494259,(17/2)8:24 Vehicle breakdown on SLE (towards CTE) before TPE Exit. Avoid lane 2.
1581899227,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Whampoa East.
1581899347,Vehicle breakdown,103.8497013,1.396494259,(17/2)8:24 Vehicle breakdown on SLE (towards CTE) before TPE Exit. Avoid lane 2.
1581899347,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Whampoa East.
1581899827,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581899827,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave. Avoid lane 1.
1581899827,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581899947,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581899947,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave. Avoid lane 1.
1581899947,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900067,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900067,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave. Avoid lane 1.
1581900067,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900187,Accident,103.769494,1.429068224,(17/2)8:39 Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit.
1581900187,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900187,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave.
1581900187,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900427,Accident,103.769494,1.429068224,(17/2)8:39 Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit.
1581900427,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900427,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave.
1581900427,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900547,Accident,103.769494,1.429068224,(17/2)8:39 Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit.
1581900547,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900547,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave.
1581900547,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900667,Accident,103.769494,1.429068224,(17/2)8:39 Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit.
1581900667,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900667,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave.
1581900667,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581900907,Accident,103.769494,1.429068224,(17/2)8:39 Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit.
1581900907,Vehicle breakdown,103.7851836,1.35521639,(17/2)8:31 Vehicle breakdown on BKE (towards PIE) before PIE Exit.
1581900907,Vehicle breakdown,103.8078775,1.33781323,(17/2)8:29 Vehicle breakdown on PIE (towards Tuas) before Eng Neo Ave.
1581900907,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581901747,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581901747,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581902107,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link. Avoid lane 1.
1581902107,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581902107,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581902227,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link. Avoid lane 1.
1581902227,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581902227,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue.
1581902467,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581902467,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581902467,Accident,103.8593762,1.311657094,(17/2)7:59 Accident on Jalan Besar (towards City) after Lavender Street with congestion till Wan Tho Avenue. Avoid left lane.
1581902827,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581902827,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581902827,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581902947,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581902947,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581902947,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903067,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903067,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903067,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903187,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903187,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903187,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903307,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903307,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903307,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903427,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903427,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903427,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903547,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903547,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903547,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903667,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903667,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903667,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903787,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903787,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903787,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581903907,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581903907,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581903907,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904027,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581904027,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581904027,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904147,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904147,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581904147,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581904147,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904267,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904267,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581904267,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581904267,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904387,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904387,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904387,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581904387,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581904387,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904507,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:52 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581904507,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904507,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904507,Vehicle breakdown,103.8443269,1.272555807,(17/2)9:22 Vehicle breakdown on Keppel Road (towards Tuas) after Shenton Way. Avoid left lane.
1581904507,Accident,103.8588241,1.329781026,(17/2)9:09 Accident on PIE (towards Changi Airport) after Kim Keat Link with congestion till Thomson Rd. Avoid lane 1.
1581904507,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904627,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581904627,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581904627,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581904627,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904627,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904627,Accident,103.7285356,1.375365312,(17/2)8:56 Accident on KJE (towards PIE) after Sungei Tengah Exit with congestion till Choa Chu Kang Dr Exit. Avoid lanes 1 and 2.
1581904747,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581904747,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581904747,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581904747,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904747,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904867,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581904867,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581904867,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581904867,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904867,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581904987,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581904987,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581904987,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581904987,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581904987,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905107,Accident,103.8288156,1.326792474,(17/2)10:01 Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 2.
1581905107,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905107,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905107,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905107,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905107,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905227,Accident,103.8288156,1.326792474,(17/2)10:01 Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905227,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905227,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905227,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905227,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905227,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905347,Accident,103.8288156,1.326792474,(17/2)10:01 Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905347,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905347,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905347,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905347,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905347,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905467,Accident,103.8288156,1.326792474,(17/2)10:01 Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905467,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905467,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905467,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905467,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905467,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905587,Accident,103.8288156,1.326792474,(17/2)10:01 Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905587,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905587,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905587,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905587,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905587,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905707,Accident,103.8290827,1.326828124,(17/2)10:01 Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905707,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905707,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905707,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905707,Vehicle breakdown,103.8620737,1.338177833,(17/2)9:53 Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit.
1581905707,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905827,Accident,103.8290827,1.326828124,(17/2)10:01 Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905827,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905827,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905827,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905827,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581905947,Accident,103.8290827,1.326828124,(17/2)10:01 Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581905947,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581905947,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581905947,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581905947,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581906067,Accident,103.8290827,1.326828124,(17/2)10:01 Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581906067,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
1581906067,Accident,103.7056074,1.363534844,(17/2)9:53 Accident on KJE (towards PIE) before PIE(Tuas) Exit. Avoid lane 3.
1581906067,Accident,103.8420605,1.329494713,(17/2)9:50 Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1. Avoid lane 1.
1581906067,Vehicle breakdown,103.7046971,1.362593906,(17/2)9:46 Vehicle breakdown on KJE (towards PIE) before PIE(Tuas) Exit.
1581906187,Accident,103.8290827,1.326828124,(17/2)10:01 Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2.
1581906187,Accident,103.8344999,1.326378559,(17/2)9:54 Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 1.
